"","concept_id","concept_name","domain_id","vocabulary_id"
"48",4054607,"Neoplasm of base of tongue","Condition","SNOMED"
"49",4089524,"Malignant neoplasm of base of tongue dorsal surface","Condition","SNOMED"
"50",256633,"Primary malignant neoplasm of base of tongue","Condition","SNOMED"
"51",4314209,"Neoplasm of uncertain behavior of base of tongue","Condition","SNOMED"
"52",4093649,"Malignant tumor of anterior two-thirds of tongue - dorsal surface","Condition","SNOMED"
"53",4093141,"Malignant tumor of anterior two-thirds of tongue - ventral surface","Condition","SNOMED"
"54",4089526,"Malignant tumor of junctional zone of tongue","Condition","SNOMED"
"55",4110420,"Malignant tumor of anterior two-thirds of tongue - lateral margin","Condition","SNOMED"
"56",4111649,"Malignant tumor of tip of tongue","Condition","SNOMED"
"57",4201475,"Local recurrence of malignant tumor of tongue","Condition","SNOMED"
"58",4196267,"Metastasis from malignant tumor of tongue","Condition","SNOMED"
"59",4177098,"Malignant tumor of anterior two-thirds of tongue","Condition","SNOMED"
"60",4178962,"Malignant tumor of tongue","Condition","SNOMED"
"61",35610172,"Malignant neoplasm of ventral surface of tongue","Condition","SNOMED"
"62",436043,"Overlapping malignant neoplasm of tongue","Condition","SNOMED"
"63",4130375,"Neoplasm of tongue","Condition","SNOMED"
"64",4130376,"Neoplasm of dorsal surface of tongue","Condition","SNOMED"
"65",4130982,"Neoplasm of tip of tongue","Condition","SNOMED"
"66",4130983,"Neoplasm of lateral border of tongue","Condition","SNOMED"
"67",4054608,"Neoplasm of border of tongue","Condition","SNOMED"
"68",4131601,"Neoplasm of ventral surface of tongue","Condition","SNOMED"
"69",4130377,"Neoplasm of anterior two-thirds of tongue","Condition","SNOMED"
"70",4054609,"Neoplasm of junctional zone of tongue","Condition","SNOMED"
"71",40381321,"Malignant neoplasm of dorsal surface of tongue","Condition","SNOMED"
"72",4093650,"Malignant neoplasm of midline of tongue","Condition","SNOMED"
"73",440655,"Malignant neoplasm of tongue, tip and lateral border","Condition","SNOMED"
"74",436042,"Primary malignant neoplasm of anterior two-thirds of tongue","Condition","SNOMED"
"75",4162118,"Malignant neoplasm of border of tongue","Condition","SNOMED"
"76",4156114,"Primary malignant neoplasm of border of tongue","Condition","SNOMED"
"77",434587,"Primary malignant neoplasm of dorsal surface of tongue","Condition","SNOMED"
"78",440036,"Primary malignant neoplasm of junctional zone of tongue","Condition","SNOMED"
"79",437498,"Primary malignant neoplasm of tongue","Condition","SNOMED"
"80",437220,"Primary malignant neoplasm of ventral surface of tongue","Condition","SNOMED"
"81",4314624,"Neoplasm of uncertain behavior of anterior two-thirds of tongue","Condition","SNOMED"
"82",4317411,"Neoplasm of uncertain behavior of dorsal surface of tongue","Condition","SNOMED"
"83",4313515,"Neoplasm of uncertain behavior of junctional zone of tongue","Condition","SNOMED"
"84",4315955,"Neoplasm of uncertain behavior of border of tongue","Condition","SNOMED"
"85",4317827,"Neoplasm of uncertain behavior of tongue","Condition","SNOMED"
"86",4317135,"Neoplasm of uncertain behavior of ventral surface of tongue","Condition","SNOMED"
"87",4178963,"Malignant tumor of gum","Condition","SNOMED"
"88",4054612,"Neoplasm of gum","Condition","SNOMED"
"89",4131603,"Neoplasm of upper gum","Condition","SNOMED"
"90",4130380,"Neoplasm of lower gum","Condition","SNOMED"
"91",4099493,"Neoplasm of uncertain behavior of gums","Condition","SNOMED"
"92",140950,"Primary malignant neoplasm of gum","Condition","SNOMED"
"93",440335,"Primary malignant neoplasm of lower gum","Condition","SNOMED"
"94",435478,"Primary malignant neoplasm of upper gum","Condition","SNOMED"
"95",4267560,"Neoplasm of integumentary system","Condition","SNOMED"
"96",4311283,"Malignant neoplasm of gum and contiguous sites","Condition","SNOMED"
"97",4317550,"Neoplasm of uncertain behavior of lower gum","Condition","SNOMED"
"98",4317830,"Neoplasm of uncertain behavior of upper gum","Condition","SNOMED"
"99",4090224,"Malignant tumor of anterior floor of mouth","Condition","SNOMED"
"100",4089530,"Malignant tumor of lateral floor of mouth","Condition","SNOMED"
"101",4177101,"Malignant tumor of floor of mouth","Condition","SNOMED"
"102",140955,"Overlapping malignant neoplasm of floor of mouth","Condition","SNOMED"
"103",4130381,"Neoplasm of floor of mouth","Condition","SNOMED"
"104",40492985,"Malignant neoplasm of anterior and lateral floor of mouth","Condition","SNOMED"
"105",438982,"Primary malignant neoplasm of anterior portion of floor of mouth","Condition","SNOMED"
"106",135750,"Primary malignant neoplasm of floor of mouth","Condition","SNOMED"
"107",440344,"Primary malignant neoplasm of lateral portion of floor of mouth","Condition","SNOMED"
"108",4313356,"Neoplasm of uncertain behavior of anterior portion of floor of mouth","Condition","SNOMED"
"109",4314954,"Neoplasm of uncertain behavior of floor of mouth","Condition","SNOMED"
"110",4317544,"Neoplasm of uncertain behavior of lateral portion of floor of mouth","Condition","SNOMED"
"111",4112598,"Malignant tumor of inferior surface of soft palate","Condition","SNOMED"
"112",4180787,"Malignant tumor of hard palate","Condition","SNOMED"
"113",4181336,"Malignant tumor of soft palate","Condition","SNOMED"
"114",4178964,"Malignant tumor of palate","Condition","SNOMED"
"115",4001170,"Overlapping malignant neoplasm of palate","Condition","SNOMED"
"116",4131604,"Neoplasm of palate","Condition","SNOMED"
"117",4131605,"Neoplasm of hard palate","Condition","SNOMED"
"118",4130383,"Neoplasm of soft palate","Condition","SNOMED"
"119",4089644,"Malignant neoplasm of junction of hard and soft palate","Condition","SNOMED"
"120",438694,"Primary malignant neoplasm of hard palate","Condition","SNOMED"
"121",134290,"Primary malignant neoplasm of palate","Condition","SNOMED"
"122",254282,"Primary malignant neoplasm of soft palate","Condition","SNOMED"
"123",4314957,"Neoplasm of uncertain behavior of hard palate","Condition","SNOMED"
"124",4317566,"Neoplasm of uncertain behavior of palate","Condition","SNOMED"
"125",4317817,"Neoplasm of uncertain behavior of soft palate","Condition","SNOMED"
"126",25189,"Malignant tumor of oral cavity","Condition","SNOMED"
"127",4301656,"Malignant infiltration of oral cavity by underlying tumor","Condition","SNOMED"
"128",4123594,"Tumor of oral cavity","Condition","SNOMED"
"129",4240308,"T4: Oral Cavity: Tumor invades adjacent structures (cortical bone, deep (extrinsic) muscle of tongue, maxillary sinus, skin)","Condition","SNOMED"
"130",4263520,"pT4a: Tumor invades through cortical bone, into deep (extrinsic) muscle of tongue (genioglossus, hyoglossus, palatoglossus, and styloglossus), maxillary sinus, or skin of face (oral cavity)","Condition","SNOMED"
"131",4180784,"Malignant tumor of parotid gland","Condition","SNOMED"
"132",4130984,"Neoplasm of parotid gland","Condition","SNOMED"
"133",434588,"Primary malignant neoplasm of parotid gland","Condition","SNOMED"
"134",4313657,"Neoplasm of uncertain behavior of parotid gland","Condition","SNOMED"
"135",4181333,"Malignant tumor of major salivary gland","Condition","SNOMED"
"136",28356,"Overlapping malignant neoplasm of major salivary gland","Condition","SNOMED"
"137",4054610,"Neoplasm of major salivary gland","Condition","SNOMED"
"138",30061,"Neoplasm of uncertain behavior of major salivary gland","Condition","SNOMED"
"139",4247836,"Primary malignant neoplasm of major salivary gland","Condition","SNOMED"
"140",4094720,"Malignant tumor of tonsillar pillar","Condition","SNOMED"
"141",4180783,"Malignant tumor of lingual tonsil","Condition","SNOMED"
"142",4181339,"Malignant tumor of tonsil","Condition","SNOMED"
"143",4180788,"Malignant tumor of tonsillar fossa","Condition","SNOMED"
"144",4002498,"Overlapping malignant neoplasm of tonsil","Condition","SNOMED"
"145",4129871,"Neoplasm of tonsillar fossa","Condition","SNOMED"
"146",4129872,"Neoplasm of tonsillar pillar","Condition","SNOMED"
"147",4130836,"Neoplasm of tonsil","Condition","SNOMED"
"148",4131298,"Neoplasm of lingual tonsil","Condition","SNOMED"
"149",31509,"Primary malignant neoplasm of tonsil","Condition","SNOMED"
"150",434289,"Primary malignant neoplasm of lingual tonsil","Condition","SNOMED"
"151",433709,"Primary malignant neoplasm of tonsillar fossa","Condition","SNOMED"
"152",440047,"Primary malignant neoplasm of tonsillar pillar","Condition","SNOMED"
"153",4317547,"Neoplasm of uncertain behavior of lingual tonsil","Condition","SNOMED"
"154",4315534,"Neoplasm of uncertain behavior of tonsil","Condition","SNOMED"
"155",4316738,"Neoplasm of uncertain behavior of tonsillar fossa","Condition","SNOMED"
"156",4317130,"Neoplasm of uncertain behavior of tonsillar pillar","Condition","SNOMED"
"157",4094721,"Malignant tumor of posterior wall of oropharynx","Condition","SNOMED"
"158",4181338,"Malignant tumor of oropharynx","Condition","SNOMED"
"159",438691,"Overlapping malignant neoplasm of oropharynx","Condition","SNOMED"
"160",4054617,"Neoplasm of oropharynx","Condition","SNOMED"
"161",4131607,"Neoplasm of lateral wall of oropharynx","Condition","SNOMED"
"162",4129874,"Neoplasm of posterior wall of oropharynx","Condition","SNOMED"
"163",40488898,"Malignant epithelial neoplasm of oropharynx","Condition","SNOMED"
"164",40492021,"Malignant neoplasm of lateral wall of oropharynx","Condition","SNOMED"
"165",440345,"Primary malignant neoplasm of lateral wall of oropharynx","Condition","SNOMED"
"166",432833,"Primary malignant neoplasm of oropharynx","Condition","SNOMED"
"167",439739,"Primary malignant neoplasm of posterior wall of oropharynx","Condition","SNOMED"
"168",4316500,"Neoplasm of uncertain behavior of lateral wall of oropharynx","Condition","SNOMED"
"169",4317565,"Neoplasm of uncertain behavior of oropharynx","Condition","SNOMED"
"170",4316894,"Neoplasm of uncertain behavior of posterior wall of oropharynx","Condition","SNOMED"
"171",4095312,"Malignant tumor of nasopharynx","Condition","SNOMED"
"172",4094722,"Malignant tumor of posterior wall of nasopharynx","Condition","SNOMED"
"173",4095313,"Malignant tumor of anterior wall of nasopharynx","Condition","SNOMED"
"174",4116237,"Malignant tumor of nasal cavity and nasopharynx","Condition","SNOMED"
"175",4177103,"Malignant tumor of lateral wall of nasopharynx","Condition","SNOMED"
"176",432558,"Overlapping malignant neoplasm of nasopharynx","Condition","SNOMED"
"177",4054514,"Neoplasm of nasopharynx","Condition","SNOMED"
"178",4055263,"Neoplasm of superior wall of nasopharynx","Condition","SNOMED"
"179",4131449,"Neoplasm of posterior wall of nasopharynx","Condition","SNOMED"
"180",4054515,"Neoplasm of lateral wall of nasopharynx","Condition","SNOMED"
"181",4131450,"Neoplasm of anterior wall of nasopharynx","Condition","SNOMED"
"182",4089649,"Malignant neoplasm of floor of nasopharynx","Condition","SNOMED"
"183",36684473,"Primary malignant neoplasm of nasopharynx","Condition","SNOMED"
"184",46271011,"Malignant neoplasm of superior wall of nasopharynx","Condition","SNOMED"
"185",36716501,"Primary malignant epithelial neoplasm of nasopharynx","Condition","SNOMED"
"186",438080,"Primary malignant neoplasm of anterior wall of nasopharynx","Condition","SNOMED"
"187",438692,"Primary malignant neoplasm of lateral wall of nasopharynx","Condition","SNOMED"
"188",436344,"Primary malignant neoplasm of posterior wall of nasopharynx","Condition","SNOMED"
"189",441223,"Primary malignant neoplasm of superior wall of nasopharynx","Condition","SNOMED"
"190",4315932,"Neoplasm of uncertain behavior of anterior wall of nasopharynx","Condition","SNOMED"
"191",4315420,"Neoplasm of uncertain behavior of lateral wall of nasopharynx","Condition","SNOMED"
"192",4316514,"Neoplasm of uncertain behavior of nasopharynx","Condition","SNOMED"
"193",4317682,"Neoplasm of uncertain behavior of posterior wall of nasopharynx","Condition","SNOMED"
"194",4317124,"Neoplasm of uncertain behavior of superior wall of nasopharynx","Condition","SNOMED"
"195",4180789,"Malignant tumor of pyriform fossa","Condition","SNOMED"
"196",4129252,"Neoplasm of pyriform sinus","Condition","SNOMED"
"197",435190,"Primary malignant neoplasm of pyriform sinus","Condition","SNOMED"
"198",4317683,"Neoplasm of uncertain behavior of pyriform sinus","Condition","SNOMED"
"199",4177104,"Malignant tumor of postcricoid region","Condition","SNOMED"
"200",4129251,"Neoplasm of postcricoid region","Condition","SNOMED"
"201",436922,"Primary malignant neoplasm of postcricoid region","Condition","SNOMED"
"202",4316893,"Neoplasm of uncertain behavior of postcricoid region","Condition","SNOMED"
"203",4116339,"Malignant tumor of posterior wall of hypopharynx","Condition","SNOMED"
"204",4181342,"Malignant tumor of hypopharynx","Condition","SNOMED"
"205",4177243,"Malignant tumor of pharynx","Condition","SNOMED"
"206",4114222,"Malignant tumor of head and neck","Condition","SNOMED"
"207",4118989,"Malignant tumor of soft tissue of head, face and neck","Condition","SNOMED"
"208",435495,"Malignant mast cell tumor of lymph nodes of head, face AND/OR neck","Condition","SNOMED"
"209",4177107,"Malignant tumor of nasal cavity","Condition","SNOMED"
"210",4131444,"Neoplasm of nasal cavity","Condition","SNOMED"
"211",42536528,"Primary malignant neuroepitheliomatous neoplasm of nasal cavity","Condition","SNOMED"
"212",438367,"Primary malignant neoplasm of nasal cavity","Condition","SNOMED"
"213",4315531,"Neoplasm of uncertain behavior of nasal cavity","Condition","SNOMED"
"214",4181347,"Malignant tumor of maxillary sinus","Condition","SNOMED"
"215",4181486,"Malignant tumor of nasal sinuses","Condition","SNOMED"
"216",253977,"Overlapping malignant neoplasm of accessory sinuses","Condition","SNOMED"
"217",4054513,"Neoplasm of accessory sinus","Condition","SNOMED"
"218",4095442,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses","Condition","SNOMED"
"219",259748,"Primary malignant neoplasm of accessory sinus","Condition","SNOMED"
"220",4313353,"Neoplasm of uncertain behavior of accessory sinus","Condition","SNOMED"
"221",4178968,"Malignant tumor of larynx","Condition","SNOMED"
"222",4095756,"Malignant tumor of bladder neck","Condition","SNOMED"
"223",4180903,"Malignant tumor of soft tissue of neck","Condition","SNOMED"
"224",4178979,"Malignant tumor of neck","Condition","SNOMED"
"225",4003694,"Primary malignant neoplasm of peripheral nerve of head, face AND/OR neck","Condition","SNOMED"
"226",4130046,"Neoplasm of peripheral nerve of head AND/OR neck","Condition","SNOMED"
"227",4095892,"Malignant neoplasm of peripheral nerves of head, face and neck","Condition","SNOMED"
"228",4111017,"Neoplasm of head and neck","Condition","SNOMED"
"229",4162251,"Malignant neoplasm of skin head and neck","Condition","SNOMED"
"230",4157456,"Primary malignant neoplasm of skin head and neck","Condition","SNOMED"
"231",3655627,"Malignant nerve sheath neoplasm of peripheral nerve of head and neck","Condition","SNOMED"
"232",4200884,"Local recurrence of malignant tumor of thyroid gland","Condition","SNOMED"
"233",4178976,"Malignant tumor of thyroid gland","Condition","SNOMED"
"234",4181483,"Malignant tumor of parathyroid gland","Condition","SNOMED"
"235",4131909,"Neoplasm of thyroid gland","Condition","SNOMED"
"236",4130674,"Neoplasm of parathyroid gland","Condition","SNOMED"
"237",139753,"Primary malignant neoplasm of parathyroid gland","Condition","SNOMED"
"238",133424,"Primary malignant neoplasm of thyroid gland","Condition","SNOMED"
"239",4316887,"Neoplasm of uncertain behavior of parathyroid gland","Condition","SNOMED"
"240",4317826,"Neoplasm of uncertain behavior of thyroid gland","Condition","SNOMED"
"241",4110419,"Tumor of frenum of upper lip","Condition","SNOMED"
"242",4111647,"Tumor of frenum of lower lip","Condition","SNOMED"
"243",4241672,"T4: Lip: Tumor invades adjacent structures (cortical bone, inferior alveolar nerve, floor of mouth, skin of face)","Condition","SNOMED"
"244",4245470,"pT4a: Tumor invades through cortical bone, inferior alveolar nerve, floor of mouth, or skin of face, i.e., chin or nose (lip)","Condition","SNOMED"
"245",4090216,"Malignant tumor of upper labial mucosa","Condition","SNOMED"
"246",4089520,"Malignant tumor of labial mucosa","Condition","SNOMED"
"247",4150793,"Malignant tumor of lower labial mucosa","Condition","SNOMED"
"248",4240201,"T2: Aerodigestive tract tumor invades mucosa of >1 adjacent subsite of supraglottis/glottis/region outside supraglottis, (mucosa of base of tongue/vallecula/medial wall of piriform sinus) without fixation of larynx","Condition","SNOMED"
"249",4241671,"T3: Aerodigestive tract tumor limited to larynx with vocal cord fixation and/or invades any of the following: postcricoid area, pre-epiglottic tissues, deep base of tongue","Condition","SNOMED"
"250",4262867,"pT2: Tumor invades mucosa of more than one adjacent subsite of supraglottis or glottis or region outside the supraglottis (e.g., mucosa of base of tongue, vallecula, medial wall of pyriform sinus) without fixation of the larynx","Condition","SNOMED"
"251",4112577,"Tumor of anterior two-thirds of tongue - dorsal surface","Condition","SNOMED"
"252",4111648,"Tumor of anterior two-thirds of tongue - lateral margin","Condition","SNOMED"
"253",4112579,"Tumor of anterior two-thirds of tongue - ventral surface","Condition","SNOMED"
"254",4241673,"T4: Aerodigestive tract tumor invades adjacent structures (pterygoid muscles, mandible, hard palate, deep muscle of tongue, larynx)","Condition","SNOMED"
"255",4218064,"pT4a: Tumor invades the larynx, deep/extrinsic muscle of tongue, medial pterygoid muscle, hard palate, or mandible (oropharynx)","Condition","SNOMED"
"256",4245474,"pT4a: Tumor invades through the thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, supraglottis)","Condition","SNOMED"
"257",4246151,"pT4a: Tumor invades through thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep intrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, glottis)","Condition","SNOMED"
"258",4246155,"pT4a: Tumor invades cricoid or thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, subglottis)","Condition","SNOMED"
"259",4181334,"Malignant tumor of upper gingiva","Condition","SNOMED"
"260",4181335,"Malignant tumor of lower gingiva","Condition","SNOMED"
"261",4110423,"Tumor of anterior floor of mouth","Condition","SNOMED"
"262",4111774,"Tumor of lateral floor of mouth","Condition","SNOMED"
"263",4112596,"Tumor of nasopharyngeal surface of soft palate","Condition","SNOMED"
"264",4110556,"Tumor of inferior surface of soft palate","Condition","SNOMED"
"265",4262870,"pT2: Tumor causing bone erosion or destruction including extension into the hard palate and/or middle nasal meatus, except extension to posterior wall of maxillary sinus and pterygoid plates (maxillary sinus)","Condition","SNOMED"
"266",4245479,"pT3: Tumor extends to invade the medial wall or floor of the orbit, maxillary sinus, palate, or cribriform plate (nasal cavity and ethmoid sinus)","Condition","SNOMED"
"267",35610411,"Overlapping malignant neoplasm of mouth","Condition","SNOMED"
"268",261808,"Primary malignant neoplasm of vestibule of mouth","Condition","SNOMED"
"269",4090226,"Malignant tumor of vestibule of mouth","Condition","SNOMED"
"270",40488895,"Warthin's tumor of parotid gland","Condition","SNOMED"
"271",4115143,"Tumor of anterior tonsillar pillar","Condition","SNOMED"
"272",4111790,"Tumor of posterior tonsillar pillar","Condition","SNOMED"
"273",4241313,"T2: Aerodigestive tract tumor extends to soft tissue of oropharynx and/or nasal fossa","Condition","SNOMED"
"274",45771026,"Primary salivary gland-type tumor of oropharynx","Condition","SNOMED"
"275",4048183,"Tumor of nasal cavity and nasopharynx","Condition","SNOMED"
"276",4240310,"T4: Aerodigestive tract tumor invades orbital contents beyond the floor or medial wall including apex and/or any of the following: cribriform plate, base of skull, nasopharynx, sphenoid sinus, frontal sinus","Condition","SNOMED"
"277",4214850,"pT2a: Tumor extends to the soft tissues of the oropharnyx and/or nasal cavity without parapharyngeal extension (nasopharynx)","Condition","SNOMED"
"278",4245471,"pT2: Tumor extends to the soft tissues (nasopharynx)","Condition","SNOMED"
"279",4245472,"pT2b: Tumor extends to the soft tissues of the oropharnyx and/or nasal cavity with parapharyngeal extension (nasopharynx)","Condition","SNOMED"
"280",4246060,"pT4: Tumor with intracranial extension, and/or involvement of cranial nerves, infratemporal fossa, hypopharynx, orbit, or masticator space (nasopharynx)","Condition","SNOMED"
"281",4262872,"pT4b: Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve, nasopharynx, or clivus (maxillary sinus)","Condition","SNOMED"
"282",4246158,"pT4b: Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve, nasopharynx, or clivus (nasal cavity and ethmoid sinus)","Condition","SNOMED"
"283",440044,"Overlapping malignant neoplasm of hypopharynx","Condition","SNOMED"
"284",4094850,"Malignant neoplasm of posterior pharynx","Condition","SNOMED"
"285",40490990,"Malignant epithelial neoplasm of hypopharynx","Condition","SNOMED"
"286",439746,"Primary malignant neoplasm of hypopharynx","Condition","SNOMED"
"287",28083,"Primary malignant neoplasm of pharynx","Condition","SNOMED"
"288",4246157,"pT4a: Tumor invades any of the following: anterior orbital contents, skin of nose or cheek, minimal extension to anterior cranial fossa, pterygoid plates, sphenoid or frontal sinuses (nasal cavity and ethmoid sinus)","Condition","SNOMED"
"289",436923,"Primary malignant neoplasm of urinary bladder neck","Condition","SNOMED"
"290",4110858,"Tumor of soft tissue of head, face and neck","Condition","SNOMED"
"291",437504,"Burkitt's tumor of lymph nodes of head, face AND/OR neck","Condition","SNOMED"
"292",4113636,"Carcinoma of skin of head/neck","Condition","SNOMED"
"293",45757154,"Thyroid disease in mother complicating childbirth","Condition","SNOMED"
"294",45770894,"Thyroiditis in mother complicating childbirth","Condition","SNOMED"
"295",4049771,"Congenital cleft thyroid cartilage","Condition","SNOMED"
"296",4037501,"Parathyroid hypocalcemic tetany","Condition","SNOMED"
"297",4095447,"Malignant neoplasm of thyroid cartilage","Condition","SNOMED"
"298",4099043,"Neoplasm of uncertain behavior of thyroid cartilage","Condition","SNOMED"
"299",4096805,"Post-surgical hypoparathyroidism","Condition","SNOMED"
"300",138207,"Thyroid dysfunction in the puerperium - baby delivered during current episode of care","Condition","SNOMED"
"301",138484,"Thyroid dysfunction in the puerperium - baby delivered during previous episode of care","Condition","SNOMED"
"302",4010219,"Open fracture of thyroid cartilage","Condition","SNOMED"
"303",4018723,"Open division, thyroid cartilage ligament","Condition","SNOMED"
"304",4329462,"Hypercalcemia due to hyperthyroidism","Condition","SNOMED"
"305",4334869,"Cataract in hypoparathyroidism","Condition","SNOMED"
"306",4034824,"Hypothyroidism due to iodide organification defect","Condition","SNOMED"
"307",4130027,"Subclinical iodine deficiency hypothyroidism","Condition","SNOMED"
"308",4082365,"Alopecia, nail dystrophy, ophthalmic complications, thyroid dysfunction, hypohidrosis, ephelides, enteropathy and respiratory tract infections","Condition","SNOMED"
"309",4111010,"Follicular thyroid carcinoma","Condition","SNOMED"
"310",4116228,"Papillary thyroid carcinoma","Condition","SNOMED"
"311",4116229,"Mixed follicular and papillary thyroid carcinoma","Condition","SNOMED"
"312",4112985,"Anaplastic thyroid carcinoma","Condition","SNOMED"
"313",4111011,"Medullary thyroid carcinoma","Condition","SNOMED"
"314",4116231,"Parathyroid carcinoma","Condition","SNOMED"
"315",4263629,"Atypical subacute thyroiditis","Condition","SNOMED"
"316",37016339,"Thyroiditis caused by amiodarone","Condition","SNOMED"
"317",37016342,"Hypothyroidism caused by drug","Condition","SNOMED"
"318",37208050,"Hypothyroidism caused by amiodarone","Condition","SNOMED"
"319",4183767,"Thyroid surgical margin, involved by tumor","Condition","SNOMED"
"320",4241674,"T4: Aerodigestive tract tumor invades adjacent structures (thyroid/cricoid cartilage, carotid artery, soft tissues of neck, prevertebral fascia/muscles, thyroid and/or esophagus)","Condition","SNOMED"
"321",4240796,"T4: Tumor invades through cricoid or thyroid cartilage and/or extends into other tissues beyond the larynx (trachea, soft tissues of neck, thyroid, esophagus)","Condition","SNOMED"
"322",4240311,"T4: Tumor invades through thyroid cartilage and/or extends to other tissues beyond the larynx (trachea, soft tissues of neck, pharynx)","Condition","SNOMED"
"323",4240797,"T4: Tumor invades through thyroid cartilage, and/or extends into soft tissues of the neck, thyroid, and/or esophagus","Condition","SNOMED"
"324",4240931,"T4: Thyroid tumor of any size extending beyond the thyroid capsule","Condition","SNOMED"
"325",4262864,"pT4a: Tumor invades thyroid/cricoid cartilage, hyoid bone, thyroid gland, esophagus or central compartment of soft tissue (hypopharynx)","Condition","SNOMED"
"326",4263525,"pT3: Tumor limited to the larynx with vocal cord fixation and/or invades any of the following: postcrocoid area, pre-epiglottic tissues, paraglottic space, and/or minor thyroid cartilage erosion (e.g., inner cortex) (larynx, supraglottis)","Condition","SNOMED"
"327",4246063,"pT3: Tumor limited to the larynx with vocal cord fixation, and/or invades the paraglottic space, and/or minor thyroid cartilage erosion (larynx, glottis)","Condition","SNOMED"
