Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary,Ancestors
36712722,1080231000119100,Infiltrating ductal carcinoma of upper inner quadrant of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36712721,1080191000119100,Infiltrating ductal carcinoma of central portion of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36712720,1080161000119100,Infiltrating ductal carcinoma of upper outer quadrant of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36712719,1080151000119100,Infiltrating ductal carcinoma of upper inner quadrant of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36684950,459411000124109,Metastatic collecting duct carcinoma,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36684948,459391000124109,Metastatic human epidermal growth factor 2 positive carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36684821,353521000119108,Primary malignant neoplasm of central portion of female right breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36684820,353501000119104,Primary malignant neoplasm of axillary tail of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36684819,353441000119103,Primary malignant neoplasm of central portion of female left breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36684818,353431000119107,Primary malignant neoplasm of female left breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
36684817,353421000119109,Primary malignant neoplasm of axillary tail of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
35624616,767444009,"Germline BRCA-mutated, HER2-negative metastatic breast cancer",Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
35622134,763479005,Metaplastic carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
4330242,431396003,Human epidermal growth factor 2 negative carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
4314189,94655007,Secondary malignant neoplasm of upper outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
4314072,94653000,Secondary malignant neoplasm of upper inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
4312938,94244003,Secondary malignant neoplasm of central portion of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
4312546,94387003,Secondary malignant neoplasm of lower outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
4312544,94385006,Secondary malignant neoplasm of lower inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
4312296,94276008,Secondary malignant neoplasm of ectopic female breast tissue,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1"
4311877,94277004,Secondary malignant neoplasm of ectopic male breast tissue,Clinical Finding,Standard,0,0,Condition,SNOMED,
4311636,94177007,Secondary malignant neoplasm of areola of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4301516,403946000,Paget's disease of nipple,Clinical Finding,Standard,0,0,Condition,SNOMED,
4293714,403458008,Localized skin involvement by breast carcinoma,Clinical Finding,Standard,0,0,Condition,SNOMED,
4248185,94444000,Secondary malignant neoplasm of nipple of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4248184,94443006,Secondary malignant neoplasm of nipple of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4247348,94012007,Primary malignant neoplasm of skin of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4246810,93777006,Primary malignant neoplasm of ectopic male breast tissue,Clinical Finding,Standard,0,0,Condition,SNOMED,
4246352,94182000,Secondary malignant neoplasm of axillary tail of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4246350,94176003,Secondary malignant neoplasm of areola of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4246036,93776002,Primary malignant neoplasm of ectopic female breast tissue,Clinical Finding,Standard,0,0,Condition,SNOMED,
4237178,408643008,Infiltrating duct carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4216891,417181009,Hormone receptor positive malignant neoplasm of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4201477,314955001,Local recurrence of malignant tumor of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4188545,373091001,Primary malignant neoplasm of breast lower outer quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,
4188544,373080008,Malignant neoplasm of breast lower inner quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,
4187851,373090000,Primary malignant neoplasm of breast lower inner quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,
4187850,373088001,Primary malignant neoplasm of breast upper outer quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,
4187849,373082000,Malignant neoplasm of breast upper inner quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,
4187848,373081007,Malignant neoplasm of breast lower outer quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,
4162253,372137005,Primary malignant neoplasm of breast,Clinical Finding,Standard,0,205,Condition,SNOMED,
4162133,372093008,Secondary malignant neoplasm of axillary tail of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4160780,373083005,Malignant neoplasm of breast upper outer quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,
4158563,373089009,Primary malignant neoplasm of breast upper inner quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,
4157448,372096000,Carcinoma of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4157447,372095001,Malignant neoplasm of male breast,Clinical Finding,Standard,0,112,Condition,SNOMED,
4157332,372064008,Malignant neoplasm of female breast,Clinical Finding,Standard,0,228,Condition,SNOMED,
4155292,372094002,Malignant neoplasm of axillary tail of breast,Clinical Finding,Standard,0,41,Condition,SNOMED,
4142116,427685000,HER2-positive carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4117852,286896005,"Carcinoma breast - lower, outer quadrant",Clinical Finding,Standard,0,0,Condition,SNOMED,
4117851,286895009,"Carcinoma of breast - upper, outer quadrant",Clinical Finding,Standard,0,0,Condition,SNOMED,
4117850,286893002,"Carcinoma of breast - upper, inner quadrant",Clinical Finding,Standard,0,0,Condition,SNOMED,
4116071,254838004,Carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4113638,286897001,Carcinoma of breast - axillary tail,Clinical Finding,Standard,0,0,Condition,SNOMED,
4113637,286894008,"Carcinoma of breast - lower, inner quadrant",Clinical Finding,Standard,0,0,Condition,SNOMED,
4112854,254844000,Malignant phyllodes tumor of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4112853,254837009,Malignant tumor of breast,Clinical Finding,Standard,1,341,Condition,SNOMED,
4112075,254841008,Cancer en cuirasse,Clinical Finding,Standard,0,0,Condition,SNOMED,
4112074,254840009,Inflammatory carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4112073,254839007,Scirrhous carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4110861,254843006,Familial cancer of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4110019,285634003,Metastasis to breast of unknown primary,Clinical Finding,Standard,0,0,Condition,SNOMED,
4095741,188159008,Malignant neoplasm of ectopic site of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4095740,188153009,Malignant neoplasm of lower-inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4092513,188157005,"Malignant neoplasm, overlapping lesion of breast",Clinical Finding,Standard,0,0,Condition,SNOMED,
4092512,188152004,Malignant neoplasm of upper-inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4092511,188151006,Malignant neoplasm of central part of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4091471,188168005,Malignant neoplasm of ectopic site of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4091469,188163001,Malignant neoplasm of nipple and areola of male breast,Clinical Finding,Standard,39,39,Condition,SNOMED,
4091467,188156001,Malignant neoplasm of axillary tail of female breast,Clinical Finding,Standard,41,41,Condition,SNOMED,
4091466,188155002,Malignant neoplasm of lower-outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4091465,188154003,Malignant neoplasm of upper-outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4091464,188147009,Malignant neoplasm of nipple and areola of female breast,Clinical Finding,Standard,49,49,Condition,SNOMED,
4080865,278054005,Infiltrating lobular carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
4003684,109887009,Overlapping malignant neoplasm of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
3662037,1082901000112100,Primary malignant neoplasm of breast with axillary lymph node invasion,Clinical Finding,Standard,0,0,Condition,SNOMED,
3655521,865954003,Adenocarcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
765123,353511000119101,Primary malignant neoplasm of female right breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
761170,15635761000119100,Infiltrating duct carcinoma of bilateral female breasts,Clinical Finding,Standard,0,0,Condition,SNOMED,
759933,1080181000119100,Infiltrating duct carcinoma of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
759932,1080101000119100,Infiltrating duct carcinoma of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
442178,94401004,Secondary malignant neoplasm of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
442127,93924008,Primary malignant neoplasm of nipple of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
442126,93925009,Primary malignant neoplasm of nipple of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
441515,93876006,Primary malignant neoplasm of lower outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
441513,372092003,Primary malignant neoplasm of axillary tail of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
440956,94115006,Primary malignant neoplasm of upper inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
436353,94117003,Primary malignant neoplasm of upper outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
436050,93681000,Primary malignant neoplasm of areola of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
433148,93680004,Primary malignant neoplasm of areola of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
432845,93745008,Primary malignant neoplasm of central portion of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
432263,93874009,Primary malignant neoplasm of lower inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,
140960,94297009,Secondary malignant neoplasm of female breast,Clinical Finding,Standard,6,6,Condition,SNOMED,
137809,93796005,Primary malignant neoplasm of female breast,Clinical Finding,Standard,0,132,Condition,SNOMED,
135489,93884005,Primary malignant neoplasm of male breast,Clinical Finding,Standard,73,73,Condition,SNOMED,
133711,109886000,Overlapping malignant neoplasm of female breast,Clinical Finding,Standard,132,132,Condition,SNOMED,
