"","concept_id","concept_name","domain_id","vocabulary_id"
"130",4095316,"Malignant tumor of abdominal part of esophagus","Condition","SNOMED"
"131",4094855,"Malignant tumor of upper third of esophagus","Condition","SNOMED"
"132",4092060,"Malignant tumor of middle third of esophagus","Condition","SNOMED"
"133",4089656,"Malignant tumor of lower third of esophagus","Condition","SNOMED"
"134",4092069,"Malignant neoplasm of sphincter of Oddi","Condition","SNOMED"
"135",4094104,"Neoplasm of uncertain behavior of sphincter of Oddi","Condition","SNOMED"
"136",4111799,"Carcinoma of cervical part of esophagus","Condition","SNOMED"
"137",4110568,"Carcinoma of thoracic part of esophagus","Condition","SNOMED"
"138",4110569,"Carcinoma of abdominal part of esophagus","Condition","SNOMED"
"139",4112605,"Carcinoma of upper third of esophagus","Condition","SNOMED"
"140",4115265,"Carcinoma of middle third of esophagus","Condition","SNOMED"
"141",4112606,"Carcinoma of lower third of esophagus","Condition","SNOMED"
"142",4112610,"Carcinoma of duodenum","Condition","SNOMED"
"143",4115268,"Diffuse leiomyomatosis of esophagus","Condition","SNOMED"
"144",4115272,"Carcinoma of ampulla of Vater","Condition","SNOMED"
"145",4112100,"Papilloma of ampulla of Vater","Condition","SNOMED"
"146",4081043,"Adenocarcinoma of esophagus","Condition","SNOMED"
"147",4081044,"Squamous cell carcinoma of esophagus","Condition","SNOMED"
"148",4171271,"Leiomyoma of esophagus","Condition","SNOMED"
"149",4081053,"Papillary tumor of ampulla of Vater","Condition","SNOMED"
"150",4145865,"Perforated carcinoma of esophagus","Condition","SNOMED"
"151",4198431,"Carcinoid tumor of ampulla of Vater","Condition","SNOMED"
"152",4201480,"Local recurrence of malignant tumor of esophagus","Condition","SNOMED"
"153",4181343,"Malignant tumor of esophagus","Condition","SNOMED"
"154",443386,"Malignant tumor of duodenum","Condition","SNOMED"
"155",4178966,"Malignant tumor of ampulla of Vater","Condition","SNOMED"
"156",193971,"Primary malignant neoplasm of abdominal esophagus","Condition","SNOMED"
"157",441225,"Primary malignant neoplasm of ampulla of Vater","Condition","SNOMED"
"158",441224,"Primary malignant neoplasm of cervical esophagus","Condition","SNOMED"
"159",26638,"Primary malignant neoplasm of esophagus","Condition","SNOMED"
"160",193138,"Primary malignant neoplasm of lower third of esophagus","Condition","SNOMED"
"161",437805,"Primary malignant neoplasm of middle third of esophagus","Condition","SNOMED"
"162",135476,"Primary malignant neoplasm of thoracic esophagus","Condition","SNOMED"
"163",432260,"Primary malignant neoplasm of upper third of esophagus","Condition","SNOMED"
"164",4162997,"Carcinoma of esophagus","Condition","SNOMED"
"165",4256775,"Adenocarcinoma of duodenum","Condition","SNOMED"
"166",4212693,"Submucosal tumor of duodenum","Condition","SNOMED"
"167",4217837,"Submucosal tumor of esophagus","Condition","SNOMED"
"168",40486465,"Gastrointestinal stromal tumor of esophagus","Condition","SNOMED"
"169",40486111,"Adenoma of duodenum","Condition","SNOMED"
"170",40488914,"Leiomyosarcoma of lower esophagus","Condition","SNOMED"
"171",40490454,"Leiomyoma of duodenum","Condition","SNOMED"
"172",40493006,"Lymphoma of lower esophagus","Condition","SNOMED"
"173",40493492,"Adenocarcinoma of lower esophagus","Condition","SNOMED"
"174",4203439,"Brunner's gland adenoma","Condition","SNOMED"
"175",46271213,"Gastrointestinal stromal neoplasm of duodenum","Condition","SNOMED"
"176",36715844,"Primary adenocarcinoma of lower third of esophagus due to Barrett esophagus","Condition","SNOMED"
"177",36715845,"Primary squamous cell carcinoma of upper third of esophagus","Condition","SNOMED"
"178",36717489,"Primary squamous cell carcinoma of middle third of esophagus","Condition","SNOMED"
"179",36715846,"Primary squamous cell carcinoma of lower third of esophagus","Condition","SNOMED"
"180",36715847,"Primary squamous cell carcinoma of overlapping lesion of esophagus","Condition","SNOMED"
"181",36715848,"Primary adenocarcinoma of upper third of esophagus","Condition","SNOMED"
"182",36715849,"Primary adenocarcinoma of middle third of esophagus","Condition","SNOMED"
"183",36715850,"Primary adenocarcinoma of overlapping lesion of esophagus","Condition","SNOMED"
"184",36715851,"Primary neuroendocrine carcinoma of esophagus","Condition","SNOMED"
"185",36715852,"Primary malignant neuroendocrine neoplasm of esophagus","Condition","SNOMED"
"186",36715853,"Malignant melanoma of esophagus","Condition","SNOMED"
"187",36717179,"Primary malignant neuroendocrine neoplasm of duodenum","Condition","SNOMED"
"188",36715866,"Primary neuroendocrine carcinoma of duodenum","Condition","SNOMED"
"189",36715928,"Primary adenocarcinoma of ampulla of Vater","Condition","SNOMED"
"190",36715929,"Adenoma of ampulla of Vater","Condition","SNOMED"
"191",37116589,"Primary malignant neuroendocrine neoplasm of ampulla of Vater","Condition","SNOMED"
"192",37204513,"Salivary gland type carcinoma of esophagus","Condition","SNOMED"
"193",37204806,"Undifferentiated carcinoma of esophagus","Condition","SNOMED"
"194",3654677,"High grade flat intraepithelial neoplasia of ampulla of Vater","Condition","SNOMED"
"195",435752,"Primary malignant neoplasm of duodenum","Condition","SNOMED"
"196",4315820,"Neoplasm of uncertain behavior of abdominal esophagus","Condition","SNOMED"
"197",4313355,"Neoplasm of uncertain behavior of ampulla of Vater","Condition","SNOMED"
"198",4315942,"Neoplasm of uncertain behavior of cervical esophagus","Condition","SNOMED"
"199",4317413,"Neoplasm of uncertain behavior of duodenum","Condition","SNOMED"
"200",4314647,"Neoplasm of uncertain behavior of esophagus","Condition","SNOMED"
"201",4313638,"Neoplasm of uncertain behavior of lower third of esophagus","Condition","SNOMED"
"202",4313644,"Neoplasm of uncertain behavior of middle third of esophagus","Condition","SNOMED"
"203",4317825,"Neoplasm of uncertain behavior of thoracic esophagus","Condition","SNOMED"
"204",4317832,"Neoplasm of uncertain behavior of upper third of esophagus","Condition","SNOMED"
