"","concept_id","concept_name","domain_id","vocabulary_id"
"52",4248059,"Secondary malignant neoplasm of inner aspect of upper lip","Condition","SNOMED"
"53",4313789,"Secondary malignant neoplasm of lip","Condition","SNOMED"
"54",4311335,"Secondary malignant neoplasm of skin of lip","Condition","SNOMED"
"55",4315815,"Secondary malignant neoplasm of vermilion border of lip","Condition","SNOMED"
"56",4314498,"Secondary malignant neoplasm of vermilion border of lower lip","Condition","SNOMED"
"57",4314194,"Secondary malignant neoplasm of vermilion border of upper lip","Condition","SNOMED"
"58",4316376,"Neoplasm of uncertain behavior of commissure of lip","Condition","SNOMED"
"59",4316495,"Neoplasm of uncertain behavior of inner aspect of lip","Condition","SNOMED"
"60",4313510,"Neoplasm of uncertain behavior of inner aspect of lower lip","Condition","SNOMED"
"61",4315415,"Neoplasm of uncertain behavior of inner aspect of upper lip","Condition","SNOMED"
"62",4317548,"Neoplasm of uncertain behavior of lip","Condition","SNOMED"
"63",4317701,"Neoplasm of uncertain behavior of skin of lip","Condition","SNOMED"
"64",4317136,"Neoplasm of uncertain behavior of vermilion border of lip","Condition","SNOMED"
"65",4317137,"Neoplasm of uncertain behavior of vermilion border of lower lip","Condition","SNOMED"
"66",4317138,"Neoplasm of uncertain behavior of vermilion border of upper lip","Condition","SNOMED"
"67",35610172,"Malignant neoplasm of ventral surface of tongue","Condition","SNOMED"
"68",436043,"Overlapping malignant neoplasm of tongue","Condition","SNOMED"
"69",4130375,"Neoplasm of tongue","Condition","SNOMED"
"70",4054607,"Neoplasm of base of tongue","Condition","SNOMED"
"71",4130376,"Neoplasm of dorsal surface of tongue","Condition","SNOMED"
"72",4130982,"Neoplasm of tip of tongue","Condition","SNOMED"
"73",4130983,"Neoplasm of lateral border of tongue","Condition","SNOMED"
"74",4054608,"Neoplasm of border of tongue","Condition","SNOMED"
"75",4131601,"Neoplasm of ventral surface of tongue","Condition","SNOMED"
"76",4130377,"Neoplasm of anterior two-thirds of tongue","Condition","SNOMED"
"77",4054609,"Neoplasm of junctional zone of tongue","Condition","SNOMED"
"78",4089524,"Malignant neoplasm of base of tongue dorsal surface","Condition","SNOMED"
"79",40381321,"Malignant neoplasm of dorsal surface of tongue","Condition","SNOMED"
"80",4093650,"Malignant neoplasm of midline of tongue","Condition","SNOMED"
"81",440655,"Malignant neoplasm of tongue, tip and lateral border","Condition","SNOMED"
"82",436042,"Primary malignant neoplasm of anterior two-thirds of tongue","Condition","SNOMED"
"83",4162118,"Malignant neoplasm of border of tongue","Condition","SNOMED"
"84",4156114,"Primary malignant neoplasm of border of tongue","Condition","SNOMED"
"85",256633,"Primary malignant neoplasm of base of tongue","Condition","SNOMED"
"86",434587,"Primary malignant neoplasm of dorsal surface of tongue","Condition","SNOMED"
"87",440036,"Primary malignant neoplasm of junctional zone of tongue","Condition","SNOMED"
"88",437498,"Primary malignant neoplasm of tongue","Condition","SNOMED"
"89",437220,"Primary malignant neoplasm of ventral surface of tongue","Condition","SNOMED"
"90",4246347,"Secondary malignant neoplasm of anterior two-thirds of tongue","Condition","SNOMED"
"91",4312705,"Secondary malignant neoplasm of base of tongue","Condition","SNOMED"
"92",4312295,"Secondary malignant neoplasm of dorsal surface of tongue","Condition","SNOMED"
"93",4248065,"Secondary malignant neoplasm of junctional zone of tongue","Condition","SNOMED"
"94",4314065,"Secondary malignant neoplasm of tip and lateral border of tongue","Condition","SNOMED"
"95",4311473,"Secondary malignant neoplasm of tongue","Condition","SNOMED"
"96",4314497,"Secondary malignant neoplasm of ventral surface of tongue","Condition","SNOMED"
"97",4314624,"Neoplasm of uncertain behavior of anterior two-thirds of tongue","Condition","SNOMED"
"98",4314209,"Neoplasm of uncertain behavior of base of tongue","Condition","SNOMED"
"99",4317411,"Neoplasm of uncertain behavior of dorsal surface of tongue","Condition","SNOMED"
"100",4313515,"Neoplasm of uncertain behavior of junctional zone of tongue","Condition","SNOMED"
"101",4315955,"Neoplasm of uncertain behavior of border of tongue","Condition","SNOMED"
"102",4317827,"Neoplasm of uncertain behavior of tongue","Condition","SNOMED"
"103",4317135,"Neoplasm of uncertain behavior of ventral surface of tongue","Condition","SNOMED"
"104",436352,"Primary malignant neoplasm of laryngeal cartilage","Condition","SNOMED"
"105",4054518,"Neoplasm of laryngeal commissure","Condition","SNOMED"
"106",4054522,"Neoplasm of laryngeal surface of epiglottis","Condition","SNOMED"
"107",4055269,"Neoplasm of laryngeal aspect of aryepiglottic fold","Condition","SNOMED"
"108",4054523,"Neoplasm of laryngeal aspect of interarytenoid fold","Condition","SNOMED"
"109",4155170,"Primary malignant neoplasm of laryngeal aspect of aryepiglottic fold","Condition","SNOMED"
"110",4247830,"Primary malignant neoplasm of laryngeal commissure","Condition","SNOMED"
"111",4247831,"Primary malignant neoplasm of laryngeal surface of epiglottis","Condition","SNOMED"
"112",4248068,"Secondary malignant neoplasm of laryngeal aspect of aryepiglottic fold","Condition","SNOMED"
"113",4313207,"Secondary malignant neoplasm of laryngeal aspect of interarytenoid fold","Condition","SNOMED"
"114",4248069,"Secondary malignant neoplasm of laryngeal commissure","Condition","SNOMED"
"115",4313208,"Secondary malignant neoplasm of laryngeal surface of epiglottis","Condition","SNOMED"
"116",4313518,"Neoplasm of uncertain behavior of laryngeal aspect of aryepiglottic fold","Condition","SNOMED"
"117",4316498,"Neoplasm of uncertain behavior of laryngeal aspect of interarytenoid fold","Condition","SNOMED"
"118",4316499,"Neoplasm of uncertain behavior of laryngeal commissure","Condition","SNOMED"
"119",4313519,"Neoplasm of uncertain behavior of laryngeal surface of epiglottis","Condition","SNOMED"
"120",4216273,"Primary malignant neoplasm of ear, nose AND/OR throat","Condition","SNOMED"
"121",438691,"Overlapping malignant neoplasm of oropharynx","Condition","SNOMED"
"122",4054617,"Neoplasm of oropharynx","Condition","SNOMED"
"123",4131607,"Neoplasm of lateral wall of oropharynx","Condition","SNOMED"
"124",4129874,"Neoplasm of posterior wall of oropharynx","Condition","SNOMED"
"125",40488898,"Malignant epithelial neoplasm of oropharynx","Condition","SNOMED"
"126",40492021,"Malignant neoplasm of lateral wall of oropharynx","Condition","SNOMED"
"127",440345,"Primary malignant neoplasm of lateral wall of oropharynx","Condition","SNOMED"
"128",432833,"Primary malignant neoplasm of oropharynx","Condition","SNOMED"
"129",439739,"Primary malignant neoplasm of posterior wall of oropharynx","Condition","SNOMED"
"130",4312028,"Secondary malignant neoplasm of lateral wall of oropharynx","Condition","SNOMED"
"131",4313802,"Secondary malignant neoplasm of oropharynx","Condition","SNOMED"
"132",4315664,"Secondary malignant neoplasm of posterior wall of oropharynx","Condition","SNOMED"
"133",4316500,"Neoplasm of uncertain behavior of lateral wall of oropharynx","Condition","SNOMED"
"134",4317565,"Neoplasm of uncertain behavior of oropharynx","Condition","SNOMED"
"135",4316894,"Neoplasm of uncertain behavior of posterior wall of oropharynx","Condition","SNOMED"
"136",440044,"Overlapping malignant neoplasm of hypopharynx","Condition","SNOMED"
"137",4129250,"Neoplasm of hypopharynx","Condition","SNOMED"
"138",40490990,"Malignant epithelial neoplasm of hypopharynx","Condition","SNOMED"
"139",439746,"Primary malignant neoplasm of hypopharynx","Condition","SNOMED"
"140",4248056,"Secondary malignant neoplasm of hypopharynx","Condition","SNOMED"
"141",4317432,"Neoplasm of uncertain behavior of hypopharynx","Condition","SNOMED"
"142",432558,"Overlapping malignant neoplasm of nasopharynx","Condition","SNOMED"
"143",4054514,"Neoplasm of nasopharynx","Condition","SNOMED"
"144",4055263,"Neoplasm of superior wall of nasopharynx","Condition","SNOMED"
"145",4131449,"Neoplasm of posterior wall of nasopharynx","Condition","SNOMED"
"146",4054515,"Neoplasm of lateral wall of nasopharynx","Condition","SNOMED"
"147",4131450,"Neoplasm of anterior wall of nasopharynx","Condition","SNOMED"
"148",4089649,"Malignant neoplasm of floor of nasopharynx","Condition","SNOMED"
"149",36684473,"Primary malignant neoplasm of nasopharynx","Condition","SNOMED"
"150",4084147,"Metastatic malignant neoplasm to nasopharynx","Condition","SNOMED"
"151",46271011,"Malignant neoplasm of superior wall of nasopharynx","Condition","SNOMED"
"152",36716501,"Primary malignant epithelial neoplasm of nasopharynx","Condition","SNOMED"
"153",438080,"Primary malignant neoplasm of anterior wall of nasopharynx","Condition","SNOMED"
"154",438692,"Primary malignant neoplasm of lateral wall of nasopharynx","Condition","SNOMED"
"155",436344,"Primary malignant neoplasm of posterior wall of nasopharynx","Condition","SNOMED"
"156",441223,"Primary malignant neoplasm of superior wall of nasopharynx","Condition","SNOMED"
"157",4312702,"Secondary malignant neoplasm of anterior wall of nasopharynx","Condition","SNOMED"
"158",4312027,"Secondary malignant neoplasm of lateral wall of nasopharynx","Condition","SNOMED"
"159",4311212,"Secondary malignant neoplasm of posterior wall of nasopharynx","Condition","SNOMED"
"160",4314056,"Secondary malignant neoplasm of superior wall of nasopharynx","Condition","SNOMED"
"161",4315932,"Neoplasm of uncertain behavior of anterior wall of nasopharynx","Condition","SNOMED"
"162",4315420,"Neoplasm of uncertain behavior of lateral wall of nasopharynx","Condition","SNOMED"
"163",4316514,"Neoplasm of uncertain behavior of nasopharynx","Condition","SNOMED"
"164",4317682,"Neoplasm of uncertain behavior of posterior wall of nasopharynx","Condition","SNOMED"
"165",4317124,"Neoplasm of uncertain behavior of superior wall of nasopharynx","Condition","SNOMED"
"166",28356,"Overlapping malignant neoplasm of major salivary gland","Condition","SNOMED"
"167",4001169,"Neoplasm of uncertain behavior of salivary gland duct","Condition","SNOMED"
"168",439745,"Primary malignant neoplasm of salivary gland duct","Condition","SNOMED"
"169",4054610,"Neoplasm of major salivary gland","Condition","SNOMED"
"170",4131602,"Neoplasm of salivary gland duct","Condition","SNOMED"
"171",4054614,"Neoplasm of minor salivary gland","Condition","SNOMED"
"172",30061,"Neoplasm of uncertain behavior of major salivary gland","Condition","SNOMED"
"173",4162861,"Primary malignant neoplasm of minor salivary gland","Condition","SNOMED"
"174",37204489,"Malignant epithelial neoplasm of salivary gland","Condition","SNOMED"
"175",4247836,"Primary malignant neoplasm of major salivary gland","Condition","SNOMED"
"176",4248074,"Secondary malignant neoplasm of major salivary gland","Condition","SNOMED"
"177",4248078,"Secondary malignant neoplasm of minor salivary gland","Condition","SNOMED"
"178",4316506,"Neoplasm of uncertain behavior of minor salivary gland","Condition","SNOMED"
"179",4129229,"Neoplasm of nasal bone","Condition","SNOMED"
"180",4131444,"Neoplasm of nasal cavity","Condition","SNOMED"
"181",4129248,"Neoplasm of nasal concha","Condition","SNOMED"
"182",4095442,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses","Condition","SNOMED"
"183",4092209,"Malignant neoplasm of nasal conchae","Condition","SNOMED"
"184",4111787,"Neoplasm of bony and cartilaginous nasal skeleton","Condition","SNOMED"
"185",4110436,"Neoplasm of nasal vestibule","Condition","SNOMED"
"186",42536528,"Primary malignant neuroepitheliomatous neoplasm of nasal cavity","Condition","SNOMED"
"187",4246136,"Primary malignant neoplasm of nasal bone","Condition","SNOMED"
"188",438367,"Primary malignant neoplasm of nasal cavity","Condition","SNOMED"
"189",4247843,"Primary malignant neoplasm of nasal concha","Condition","SNOMED"
"190",4312556,"Secondary malignant neoplasm of nasal bone","Condition","SNOMED"
"191",4248183,"Secondary malignant neoplasm of nasal cavity","Condition","SNOMED"
"192",4315545,"Secondary malignant neoplasm of nasal concha","Condition","SNOMED"
"193",4317560,"Neoplasm of uncertain behavior of nasal bone","Condition","SNOMED"
"194",4315531,"Neoplasm of uncertain behavior of nasal cavity","Condition","SNOMED"
"195",4317561,"Neoplasm of uncertain behavior of nasal concha","Condition","SNOMED"
"196",253977,"Overlapping malignant neoplasm of accessory sinuses","Condition","SNOMED"
"197",4054513,"Neoplasm of accessory sinus","Condition","SNOMED"
"198",4054848,"Neoplasm of maxillary sinus","Condition","SNOMED"
"199",4131446,"Neoplasm of ethmoidal sinus","Condition","SNOMED"
"200",4131447,"Neoplasm of frontal sinus","Condition","SNOMED"
"201",4131448,"Neoplasm of sphenoidal sinus","Condition","SNOMED"
"202",4129252,"Neoplasm of pyriform sinus","Condition","SNOMED"
"203",259748,"Primary malignant neoplasm of accessory sinus","Condition","SNOMED"
"204",140046,"Primary malignant neoplasm of ethmoidal sinus","Condition","SNOMED"
"205",132258,"Primary malignant neoplasm of frontal sinus","Condition","SNOMED"
"206",137800,"Primary malignant neoplasm of maxillary sinus","Condition","SNOMED"
"207",435190,"Primary malignant neoplasm of pyriform sinus","Condition","SNOMED"
"208",136639,"Primary malignant neoplasm of sphenoidal sinus","Condition","SNOMED"
"209",4312038,"Secondary malignant neoplasm of accessory sinus","Condition","SNOMED"
"210",4312951,"Secondary malignant neoplasm of ethmoidal sinus","Condition","SNOMED"
"211",4312015,"Secondary malignant neoplasm of frontal sinus","Condition","SNOMED"
"212",4315538,"Secondary malignant neoplasm of maxillary sinus","Condition","SNOMED"
"213",4315668,"Secondary malignant neoplasm of pyriform sinus","Condition","SNOMED"
"214",4314050,"Secondary malignant neoplasm of sphenoidal sinus","Condition","SNOMED"
"215",4313353,"Neoplasm of uncertain behavior of accessory sinus","Condition","SNOMED"
"216",4313496,"Neoplasm of uncertain behavior of ethmoidal sinus","Condition","SNOMED"
"217",4317426,"Neoplasm of uncertain behavior of frontal sinus","Condition","SNOMED"
"218",4316505,"Neoplasm of uncertain behavior of maxillary sinus","Condition","SNOMED"
"219",4317683,"Neoplasm of uncertain behavior of pyriform sinus","Condition","SNOMED"
"220",4317019,"Neoplasm of uncertain behavior of sphenoidal sinus","Condition","SNOMED"
"221",437226,"Malignant neoplasm of nasopharyngeal wall","Condition","SNOMED"
"222",4055132,"Secondary malignant neoplasm of nasopharyngeal wall","Condition","SNOMED"
"223",4130984,"Neoplasm of parotid gland","Condition","SNOMED"
"224",434588,"Primary malignant neoplasm of parotid gland","Condition","SNOMED"
"225",4315658,"Secondary malignant neoplasm of parotid gland","Condition","SNOMED"
"226",4313657,"Neoplasm of uncertain behavior of parotid gland","Condition","SNOMED"
"227",4130379,"Neoplasm of sublingual gland","Condition","SNOMED"
"228",439738,"Primary malignant neoplasm of sublingual gland","Condition","SNOMED"
"229",4314483,"Secondary malignant neoplasm of sublingual gland","Condition","SNOMED"
"230",4316733,"Neoplasm of uncertain behavior of sublingual gland","Condition","SNOMED"
"231",4099492,"Neoplasm of uncertain behavior of submandibular gland","Condition","SNOMED"
"232",4090224,"Malignant tumor of anterior floor of mouth","Condition","SNOMED"
"233",4089530,"Malignant tumor of lateral floor of mouth","Condition","SNOMED"
"234",4090226,"Malignant tumor of vestibule of mouth","Condition","SNOMED"
"235",4110423,"Tumor of anterior floor of mouth","Condition","SNOMED"
"236",4111774,"Tumor of lateral floor of mouth","Condition","SNOMED"
"237",4177101,"Malignant tumor of floor of mouth","Condition","SNOMED"
"238",4241672,"T4: Lip: Tumor invades adjacent structures (cortical bone, inferior alveolar nerve, floor of mouth, skin of face)","Condition","SNOMED"
"239",4245470,"pT4a: Tumor invades through cortical bone, inferior alveolar nerve, floor of mouth, or skin of face, i.e., chin or nose (lip)","Condition","SNOMED"
"240",4093646,"Malignant tumor of frenum of upper lip","Condition","SNOMED"
"241",4090217,"Malignant tumor of frenum of lower lip","Condition","SNOMED"
"242",4110419,"Tumor of frenum of upper lip","Condition","SNOMED"
"243",4111647,"Tumor of frenum of lower lip","Condition","SNOMED"
"244",4170451,"Malignant tumor of lipstick area of lip","Condition","SNOMED"
"245",4118988,"Malignant tumor of frenum of lip","Condition","SNOMED"
"246",4180779,"Malignant tumor of lip","Condition","SNOMED"
"247",4180782,"Malignant tumor of vermilion border of upper lip","Condition","SNOMED"
"248",4178961,"Malignant tumor of vermilion border of lower lip","Condition","SNOMED"
"249",4177100,"Malignant tumor of commissure of lip","Condition","SNOMED"
"250",4225833,"Malignant tumor of vermilion border of lip","Condition","SNOMED"
"251",4090216,"Malignant tumor of upper labial mucosa","Condition","SNOMED"
"252",4089520,"Malignant tumor of labial mucosa","Condition","SNOMED"
"253",4150793,"Malignant tumor of lower labial mucosa","Condition","SNOMED"
"254",4093649,"Malignant tumor of anterior two-thirds of tongue - dorsal surface","Condition","SNOMED"
"255",4093141,"Malignant tumor of anterior two-thirds of tongue - ventral surface","Condition","SNOMED"
"256",4089526,"Malignant tumor of junctional zone of tongue","Condition","SNOMED"
"257",4112577,"Tumor of anterior two-thirds of tongue - dorsal surface","Condition","SNOMED"
"258",4111648,"Tumor of anterior two-thirds of tongue - lateral margin","Condition","SNOMED"
"259",4110420,"Malignant tumor of anterior two-thirds of tongue - lateral margin","Condition","SNOMED"
"260",4111649,"Malignant tumor of tip of tongue","Condition","SNOMED"
"261",4112579,"Tumor of anterior two-thirds of tongue - ventral surface","Condition","SNOMED"
"262",4201475,"Local recurrence of malignant tumor of tongue","Condition","SNOMED"
"263",4196267,"Metastasis from malignant tumor of tongue","Condition","SNOMED"
"264",4177098,"Malignant tumor of anterior two-thirds of tongue","Condition","SNOMED"
"265",4178962,"Malignant tumor of tongue","Condition","SNOMED"
"266",4181332,"Malignant tumor of base of tongue","Condition","SNOMED"
"267",4240201,"T2: Aerodigestive tract tumor invades mucosa of >1 adjacent subsite of supraglottis/glottis/region outside supraglottis, (mucosa of base of tongue/vallecula/medial wall of piriform sinus) without fixation of larynx","Condition","SNOMED"
"268",4241671,"T3: Aerodigestive tract tumor limited to larynx with vocal cord fixation and/or invades any of the following: postcricoid area, pre-epiglottic tissues, deep base of tongue","Condition","SNOMED"
"269",4240308,"T4: Oral Cavity: Tumor invades adjacent structures (cortical bone, deep (extrinsic) muscle of tongue, maxillary sinus, skin)","Condition","SNOMED"
"270",4241673,"T4: Aerodigestive tract tumor invades adjacent structures (pterygoid muscles, mandible, hard palate, deep muscle of tongue, larynx)","Condition","SNOMED"
"271",4218064,"pT4a: Tumor invades the larynx, deep/extrinsic muscle of tongue, medial pterygoid muscle, hard palate, or mandible (oropharynx)","Condition","SNOMED"
"272",4263520,"pT4a: Tumor invades through cortical bone, into deep (extrinsic) muscle of tongue (genioglossus, hyoglossus, palatoglossus, and styloglossus), maxillary sinus, or skin of face (oral cavity)","Condition","SNOMED"
"273",4262867,"pT2: Tumor invades mucosa of more than one adjacent subsite of supraglottis or glottis or region outside the supraglottis (e.g., mucosa of base of tongue, vallecula, medial wall of pyriform sinus) without fixation of the larynx","Condition","SNOMED"
"274",4245474,"pT4a: Tumor invades through the thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, supraglottis)","Condition","SNOMED"
"275",4246151,"pT4a: Tumor invades through thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep intrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, glottis)","Condition","SNOMED"
"276",4246155,"pT4a: Tumor invades cricoid or thyroid cartilage and/or invades tissues beyond the larynx (e.g., trachea, soft tissues of the neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus) (larynx, subglottis)","Condition","SNOMED"
"277",4094721,"Malignant tumor of posterior wall of oropharynx","Condition","SNOMED"
"278",4181338,"Malignant tumor of oropharynx","Condition","SNOMED"
"279",4241313,"T2: Aerodigestive tract tumor extends to soft tissue of oropharynx and/or nasal fossa","Condition","SNOMED"
"280",45771026,"Primary salivary gland-type tumor of oropharynx","Condition","SNOMED"
"281",4116339,"Malignant tumor of posterior wall of hypopharynx","Condition","SNOMED"
"282",4181342,"Malignant tumor of hypopharynx","Condition","SNOMED"
"283",4241423,"T2: Aerodigestive tract tumor invades more than one subsite of hypopharynx or an adjacent site, or measures > 2 cm but < 4 cm in greatest dimension, without fixation of hemilarynx","Condition","SNOMED"
"284",4241425,"T4: Aerodigestive tract tumor with intracranial extension and/or involvement of cranial nerves, infratemporal fossa, hypopharynx or orbit","Condition","SNOMED"
"285",4246060,"pT4: Tumor with intracranial extension, and/or involvement of cranial nerves, infratemporal fossa, hypopharynx, orbit, or masticator space (nasopharynx)","Condition","SNOMED"
"286",4262753,"pT1: Tumor limited to one subsite of hypopharynx and 2 cm or less in greatest dimension (hypopharynx)","Condition","SNOMED"
"287",4263523,"pT2: Tumor invades more than one subsite of hypopharynx or an adjacent site, or measures more than 2 cm but not more than 4 cm in greatest diameter without fixation of hemilarynx (hypopharynx)","Condition","SNOMED"
"288",4263524,"pT3: Tumor measures more than 4 cm in greatest dimension or with fixation of hemilarynx (hypopharynx)","Condition","SNOMED"
"289",4262864,"pT4a: Tumor invades thyroid/cricoid cartilage, hyoid bone, thyroid gland, esophagus or central compartment of soft tissue (hypopharynx)","Condition","SNOMED"
"290",4095312,"Malignant tumor of nasopharynx","Condition","SNOMED"
"291",4094722,"Malignant tumor of posterior wall of nasopharynx","Condition","SNOMED"
"292",4095313,"Malignant tumor of anterior wall of nasopharynx","Condition","SNOMED"
"293",4048183,"Tumor of nasal cavity and nasopharynx","Condition","SNOMED"
"294",4116237,"Malignant tumor of nasal cavity and nasopharynx","Condition","SNOMED"
"295",4177103,"Malignant tumor of lateral wall of nasopharynx","Condition","SNOMED"
"296",4240310,"T4: Aerodigestive tract tumor invades orbital contents beyond the floor or medial wall including apex and/or any of the following: cribriform plate, base of skull, nasopharynx, sphenoid sinus, frontal sinus","Condition","SNOMED"
"297",4214850,"pT2a: Tumor extends to the soft tissues of the oropharnyx and/or nasal cavity without parapharyngeal extension (nasopharynx)","Condition","SNOMED"
"298",4245471,"pT2: Tumor extends to the soft tissues (nasopharynx)","Condition","SNOMED"
"299",4245472,"pT2b: Tumor extends to the soft tissues of the oropharnyx and/or nasal cavity with parapharyngeal extension (nasopharynx)","Condition","SNOMED"
"300",4262872,"pT4b: Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve, nasopharynx, or clivus (maxillary sinus)","Condition","SNOMED"
"301",4246158,"pT4b: Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve, nasopharynx, or clivus (nasal cavity and ethmoid sinus)","Condition","SNOMED"
"302",4181333,"Malignant tumor of major salivary gland","Condition","SNOMED"
"303",4180909,"Malignant tumor of minor salivary gland","Condition","SNOMED"
"304",4177107,"Malignant tumor of nasal cavity","Condition","SNOMED"
"305",4245479,"pT3: Tumor extends to invade the medial wall or floor of the orbit, maxillary sinus, palate, or cribriform plate (nasal cavity and ethmoid sinus)","Condition","SNOMED"
"306",4246157,"pT4a: Tumor invades any of the following: anterior orbital contents, skin of nose or cheek, minimal extension to anterior cranial fossa, pterygoid plates, sphenoid or frontal sinuses (nasal cavity and ethmoid sinus)","Condition","SNOMED"
"307",4092210,"Malignant tumor of nasal vestibule","Condition","SNOMED"
"308",4181486,"Malignant tumor of nasal sinuses","Condition","SNOMED"
"309",4262870,"pT2: Tumor causing bone erosion or destruction including extension into the hard palate and/or middle nasal meatus, except extension to posterior wall of maxillary sinus and pterygoid plates (maxillary sinus)","Condition","SNOMED"
"310",4181347,"Malignant tumor of maxillary sinus","Condition","SNOMED"
"311",4241559,"T3: Aerodigestive tract tumor invades any of the following: bone of posterior wall of maxillary sinus, subcutaneous tissues, skin of cheek, floor or medial wall of orbit, infratemporal fossa, pterygoid plates, ethmoid sinuses","Condition","SNOMED"
"312",4263649,"pT1: Tumor limited to the maxillary sinus mucosa with no erosion or destruction of bone (maxillary sinus)","Condition","SNOMED"
"313",4262871,"pT3: Tumor invades any of the following: bone of the posterior wall of maxillary sinus, subcutaneous tissues, floor or medial wall of orbit, pterygoid fossa, ethmoid sinuses (maxillary sinus)","Condition","SNOMED"
