Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary,Ancestors
45768884,707409003,Primary acinar cell carcinoma of lung,Clinical Finding,Standard,0,0,Condition,SNOMED,
45768883,707408006,Primary small cell non-keratinizing squamous cell carcinoma of lung,Clinical Finding,Standard,0,0,Condition,SNOMED,
45768881,707405009,Primary adenosquamous carcinoma of lung,Clinical Finding,Standard,0,0,Condition,SNOMED,
45768880,707404008,Primary mixed subtype adenocarcinoma of lung,Clinical Finding,Standard,0,0,Condition,SNOMED,
45768879,707403002,Primary fetal adenocarcinoma of lung,Clinical Finding,Standard,0,0,Condition,SNOMED,
45766131,703230006,Non-small cell lung cancer without mutation in epidermal growth factor receptor,Clinical Finding,Standard,0,0,Condition,SNOMED,
45766129,703228009,Non-small cell lung cancer with mutation in epidermal growth factor receptor,Clinical Finding,Standard,0,0,Condition,SNOMED,
44505045,9591/3-C34.9,"Malignant lymphoma, non-Hodgkin, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505041,9133/3-C34.9,"Epithelioid hemangioendothelioma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505040,9133/1-C34.9,"Epithelioid hemangioendothelioma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505038,8982/3-C34.9,"Myoepithelial carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505037,8980/3-C34.9,"Carcinosarcoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505036,8973/3-C34.9,"Pleuropulmonary blastoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505033,8560/3-C34.9,"Adenosquamous carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505032,8550/3-C34.9,"Acinar cell carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505031,8490/3-C34.9,"Signet ring cell carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505030,8480/3-C34.9,"Mucinous adenocarcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505029,8470/3-C34.9,"Mucinous cystadenocarcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505028,8430/3-C34.9,"Mucoepidermoid carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505027,8333/3-C34.9,"Fetal adenocarcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505026,8310/3-C34.9,"Clear cell adenocarcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505025,8260/3-C34.9,"Papillary adenocarcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505024,8255/3-C34.9,"Adenocarcinoma with mixed subtypes of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505023,8254/3-C34.9,"Adenocarcinoma of lung, mixed mucinous and non-mucinous of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505022,8253/3-C34.9,"Adenocarcinoma of lung, mucinous of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505021,8252/3-C34.9,"Bronchiolo-alveolar carcinoma, non-mucinous of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505020,8241/3-C34.9,"Enterochromaffin cell carcinoid of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505019,8230/3-C34.9,"Solid carcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505018,8200/3-C34.9,"Adenoid cystic carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505016,8140/3-C34.9,"Adenocarcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505014,8084/3-C34.9,"Squamous cell carcinoma, clear cell type of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505013,8083/3-C34.9,"Basaloid squamous cell carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505012,8073/3-C34.9,"Squamous cell carcinoma, small cell, nonkeratinizing of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505011,8070/3-C34.9,"Squamous cell carcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505010,8052/3-C34.9,"Papillary squamous cell carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505008,8046/3-C34.9,"Non-small cell carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505006,8033/3-C34.9,"Pseudosarcomatous carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505005,8032/3-C34.9,"Spindle cell carcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505004,8022/3-C34.9,"Pleomorphic carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505003,8020/3-C34.9,"Carcinoma, undifferentiated, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505002,8010/9-C34.9,"Carcinomatosis of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44505001,8010/3-C34.9,"Carcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44504995,8010/3-C34.3,"Carcinoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44504994,8000/3-C34.3,"Neoplasm, malignant of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44504990,8000/3-C34.1,"Neoplasm, malignant of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44504619,9762/3-C34.9,"Heavy chain disease, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44504617,9751/3-C34.9,"Langerhans cell histiocytosis, disseminated of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44504616,9751/1-C34.9,"Langerhans cell histiocytosis, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44504615,9690/3-C34.9,"Follicular lymphoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503538,8020/3-C34.1,"Carcinoma, undifferentiated, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503537,8014/3-C34.3,"Large cell carcinoma with rhabdoid phenotype of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503531,9699/3-C34.1,"Marginal zone B-cell lymphoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503204,8120/3-C34.1,"Transitional cell carcinoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503152,8251/3-C34.2,"Alveolar adenocarcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503150,8246/3-C34.3,"Neuroendocrine carcinoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503138,8072/3-C34.3,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503136,8071/3-C34.1,"Squamous cell carcinoma, keratinizing, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503124,9670/3-C34.2,"ML, small B lymphocytic, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503115,9150/3-C34.3,"Hemangiopericytoma, malignant of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503114,9040/3-C34.1,"Synovial sarcoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503111,8980/3-C34.1,"Carcinosarcoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503098,8560/3-C34.3,"Adenosquamous carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503093,8481/3-C34.9,"Mucin-producing adenocarcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503062,9699/3-C34.2,"Marginal zone B-cell lymphoma, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503034,8574/3-C34.1,"Adenocarcinoma with neuroendocrine differentiation of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503018,8252/3-C34.3,"Bronchiolo-alveolar carcinoma, non-mucinous of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503017,8249/3-C34.9,"Neuroendocrine tumor, grade 2 of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503010,8083/3-C34.3,"Basaloid squamous cell carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44503004,8050/3-C34.9,"Papillary carcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502949,8310/3-C34.3,"Clear cell adenocarcinoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502943,8260/3-C34.2,"Papillary adenocarcinoma, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502938,8246/3-C34.1,"Neuroendocrine carcinoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502921,8071/3-C34.2,"Squamous cell carcinoma, keratinizing, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502909,9734/3-C34.1,"Plasmacytoma, extramedullary of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502885,8560/3-C34.2,"Adenosquamous carcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502876,8481/3-C34.1,"Mucin-producing adenocarcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502856,8032/3-C34.3,"Spindle cell carcinoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502784,8570/3-C34.1,"Adenocarcinoma with squamous metaplasia of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502772,8240/3-C34.2,"Neuroendocrine tumor, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502769,8200/3-C34.3,"Adenoid cystic carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502764,8020/3-C34.3,"Carcinoma, undifferentiated, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502711,8490/3-C34.1,"Signet ring cell carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502703,8255/3-C34.2,"Adenocarcinoma with mixed subtypes of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502676,8010/3-C34.1,"Carcinoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502671,9699/3-C34.3,"Marginal zone B-cell lymphoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502623,8253/3-C34.3,"Adenocarcinoma of lung, mucinous of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502589,9591/3-C34.2,"Malignant lymphoma, non-Hodgkin, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502549,8550/3-C34.1,"Acinar cell carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502543,8480/3-C34.2,"Mucinous adenocarcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502510,8042/3-C34.2,"Oat cell carcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502497,9680/3-C34.2,"Diffuse large B-cell lymphoma, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502466,8255/3-C34.3,"Adenocarcinoma with mixed subtypes of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502457,8074/3-C34.2,"Squamous cell carcinoma, spindle cell of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502456,8073/3-C34.1,"Squamous cell carcinoma, small cell, nonkeratinizing of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502427,8041/3-C34.1,"Small cell carcinoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502426,8014/3-C34.1,"Large cell carcinoma with rhabdoid phenotype of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502404,8900/3-C34.1,"Rhabdomyosarcoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502390,8230/3-C34.3,"Solid carcinoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502374,8042/3-C34.1,"Oat cell carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502341,8480/3-C34.3,"Mucinous adenocarcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502334,8254/3-C34.1,"Adenocarcinoma of lung, mixed mucinous and non-mucinous of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502329,8140/3-C34.2,"Adenocarcinoma, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502320,8031/3-C34.3,"Giant cell carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502238,8430/3-C34.1,"Mucoepidermoid carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502199,9650/3-C34.9,"Hodgkin lymphoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502176,8260/3-C34.1,"Papillary adenocarcinoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502142,9663/3-C34.1,"Hodgkin lymphoma, nodular sclerosis, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502131,9041/3-C34.3,"Synovial sarcoma, spindle cell of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502109,8430/3-C34.2,"Mucoepidermoid carcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502106,8249/3-C34.2,"Neuroendocrine tumor, grade 2 of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502105,8246/3-C34.9,"Neuroendocrine carcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44502045,8800/3-C34.3,"Sarcoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501966,8800/3-C34.9,"Sarcoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501926,8022/3-C34.1,"Pleomorphic carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501916,9680/3-C34.1,"Diffuse large B-cell lymphoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501887,8246/3-C34.2,"Neuroendocrine carcinoma, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501871,9695/3-C34.9,"Follicular lymphoma, grade 1 of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501827,9702/3-C34.9,"Mature T-cell lymphoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501810,8801/3-C34.3,"Spindle cell sarcoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501807,8680/3-C34.9,"Paraganglioma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501794,8251/3-C34.1,"Alveolar adenocarcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501791,8155/3-C34.3,"Vipoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501740,8980/3-C34.3,"Carcinosarcoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501709,8072/3-C34.2,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501707,8071/3-C34.9,"Squamous cell carcinoma, keratinizing, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501617,8082/3-C34.1,"Lymphoepithelial carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501613,8052/3-C34.1,"Papillary squamous cell carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501612,8002/3-C34.1,"Malignant tumor, small cell type of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501593,9040/3-C34.9,"Synovial sarcoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501591,8890/3-C34.1,"Leiomyosarcoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501585,8550/3-C34.2,"Acinar cell carcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501567,8083/3-C34.2,"Basaloid squamous cell carcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501561,8042/3-C34.3,"Oat cell carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501559,8032/3-C34.1,"Spindle cell carcinoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501558,8022/3-C34.2,"Pleomorphic carcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501516,8074/3-C34.3,"Squamous cell carcinoma, spindle cell of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501493,8244/3-C34.1,"Mixed adenoneuroendocrine carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501471,8046/3-C34.2,"Non-small cell carcinoma of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501438,8250/3-C34.1,"Lepidic adenocarcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501421,8810/3-C34.1,"Fibrosarcoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501411,8481/3-C34.3,"Mucin-producing adenocarcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501408,8249/3-C34.3,"Neuroendocrine tumor, grade 2 of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501404,8140/3-C34.3,"Adenocarcinoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501388,8013/3-C34.1,"Large cell neuroendocrine carcinoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501360,8801/3-C34.9,"Spindle cell sarcoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501357,8550/3-C34.3,"Acinar cell carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501318,9664/3-C34.9,"Hodgkin lymphoma, nodular sclerosis, cellular phase of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501310,8074/3-C34.1,"Squamous cell carcinoma, spindle cell of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501191,8073/3-C34.3,"Squamous cell carcinoma, small cell, nonkeratinizing of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501179,8021/3-C34.2,"Carcinoma, anaplastic, NOS, of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501124,8012/3-C34.3,"Large cell carcinoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501104,9133/3-C34.3,"Epithelioid hemangioendothelioma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501096,8720/3-C34.3,"Malignant melanoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501086,8430/3-C34.3,"Mucoepidermoid carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501061,8052/3-C34.3,"Papillary squamous cell carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501059,8013/3-C34.9,"Large cell neuroendocrine carcinoma of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44501044,9673/3-C34.3,"Mantle cell lymphoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500984,8070/3-C34.1,"Squamous cell carcinoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500971,8012/3-C34.9,"Large cell carcinoma, NOS, of lung, NOS",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500933,8244/3-C34.3,"Mixed adenoneuroendocrine carcinoma of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500896,9050/3-C34.3,"Mesothelioma, malignant of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500895,9040/3-C34.3,"Synovial sarcoma, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500885,8800/3-C34.1,"Sarcoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500865,8240/3-C34.3,"Neuroendocrine tumor, NOS, of lower lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500855,8084/3-C34.1,"Squamous cell carcinoma, clear cell type of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500841,8012/3-C34.1,"Large cell carcinoma, NOS, of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500809,8972/3-C34.1,"Pulmonary blastoma of upper lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
44500790,8252/3-C34.2,"Bronchiolo-alveolar carcinoma, non-mucinous of middle lobe, lung",ICDO Condition,Standard,0,0,Condition,ICDO3,
