Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary,Ancestors,Include DN,Comment DN
37399542,716593008,Carcinoma of salivary gland type of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Unsure,
44811954,9.44E+13,Breast cancer detected by national screening programme,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Unsure,
135489,93884005,Primary malignant neoplasm of male breast,Clinical Finding,Standard,73,73,Condition,SNOMED,,Yes,
137809,93796005,Primary malignant neoplasm of female breast,Clinical Finding,Standard,0,132,Condition,SNOMED,,Yes,
432263,93874009,Primary malignant neoplasm of lower inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
432845,93745008,Primary malignant neoplasm of central portion of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
433148,93680004,Primary malignant neoplasm of areola of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
436050,93681000,Primary malignant neoplasm of areola of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
436353,94117003,Primary malignant neoplasm of upper outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
440956,94115006,Primary malignant neoplasm of upper inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
441513,372092003,Primary malignant neoplasm of axillary tail of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
441515,93876006,Primary malignant neoplasm of lower outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
442126,93925009,Primary malignant neoplasm of nipple of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
442127,93924008,Primary malignant neoplasm of nipple of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
759932,1.08E+15,Infiltrating duct carcinoma of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
759933,1.08E+15,Infiltrating duct carcinoma of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
761170,1.56E+16,Infiltrating duct carcinoma of bilateral female breasts,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
765123,3.54E+14,Primary malignant neoplasm of female right breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
3655521,865954003,Adenocarcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
3662037,1.08E+15,Primary malignant neoplasm of breast with axillary lymph node invasion,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4080742,278052009,Malignant lymphoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4080865,278054005,Infiltrating lobular carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4089865,188050009,Malignant melanoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4091464,188147009,Malignant neoplasm of nipple and areola of female breast,Clinical Finding,Standard,49,49,Condition,SNOMED,,Yes,
4091465,188154003,Malignant neoplasm of upper-outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4091466,188155002,Malignant neoplasm of lower-outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4091467,188156001,Malignant neoplasm of axillary tail of female breast,Clinical Finding,Standard,41,41,Condition,SNOMED,,Yes,
4091469,188163001,Malignant neoplasm of nipple and areola of male breast,Clinical Finding,Standard,39,39,Condition,SNOMED,,Yes,
4091471,188168005,Malignant neoplasm of ectopic site of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4092511,188151006,Malignant neoplasm of central part of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4092512,188152004,Malignant neoplasm of upper-inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4095740,188153009,Malignant neoplasm of lower-inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4095741,188159008,Malignant neoplasm of ectopic site of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,not primary
4110861,254843006,Familial cancer of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4112073,254839007,Scirrhous carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4112074,254840009,Inflammatory carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4112853,254837009,Malignant tumor of breast,Clinical Finding,Standard,1,341,Condition,SNOMED,,Yes,
4112854,254844000,Malignant phyllodes tumor of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4113637,286894008,"Carcinoma of breast - lower, inner quadrant",Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4113638,286897001,Carcinoma of breast - axillary tail,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4116071,254838004,Carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4117850,286893002,"Carcinoma of breast - upper, inner quadrant",Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4117851,286895009,"Carcinoma of breast - upper, outer quadrant",Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4117852,286896005,"Carcinoma breast - lower, outer quadrant",Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4142116,427685000,HER2-positive carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4155292,372094002,Malignant neoplasm of axillary tail of breast,Clinical Finding,Standard,0,41,Condition,SNOMED,,Yes,
4157332,372064008,Malignant neoplasm of female breast,Clinical Finding,Standard,0,228,Condition,SNOMED,,Yes,
4157447,372095001,Malignant neoplasm of male breast,Clinical Finding,Standard,0,112,Condition,SNOMED,,Yes,
4157448,372096000,Carcinoma of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4158563,373089009,Primary malignant neoplasm of breast upper inner quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4160780,373083005,Malignant neoplasm of breast upper outer quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,Secondary we need primary
4162253,372137005,Primary malignant neoplasm of breast,Clinical Finding,Standard,0,205,Condition,SNOMED,,Yes,
4175531,278050001,Sarcoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4187848,373081007,Malignant neoplasm of breast lower outer quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4187849,373082000,Malignant neoplasm of breast upper inner quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4187850,373088001,Primary malignant neoplasm of breast upper outer quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4187851,373090000,Primary malignant neoplasm of breast lower inner quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4188544,373080008,Malignant neoplasm of breast lower inner quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4188545,373091001,Primary malignant neoplasm of breast lower outer quadrant,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,Proxy for diagnosis but issue with getting date with first occurrence?
4216891,417181009,Hormone receptor positive malignant neoplasm of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4237178,408643008,Infiltrating duct carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4246036,93776002,Primary malignant neoplasm of ectopic female breast tissue,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4246350,94176003,Secondary malignant neoplasm of areola of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4246352,94182000,Secondary malignant neoplasm of axillary tail of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4246810,93777006,Primary malignant neoplasm of ectopic male breast tissue,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
4330242,431396003,Human epidermal growth factor 2 negative carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
35622134,763479005,Metaplastic carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
35624616,767444009,"Germline BRCA-mutated, HER2-negative metastatic breast cancer",Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36684817,3.53E+14,Primary malignant neoplasm of axillary tail of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36684818,3.53E+14,Primary malignant neoplasm of female left breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36684819,3.53E+14,Primary malignant neoplasm of central portion of female left breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36684820,3.54E+14,Primary malignant neoplasm of axillary tail of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36684821,3.54E+14,Primary malignant neoplasm of central portion of female right breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36684948,4.59E+14,Metastatic human epidermal growth factor 2 positive carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36684950,4.59E+14,Metastatic collecting duct carcinoma,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36712719,1.08E+15,Infiltrating ductal carcinoma of upper inner quadrant of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36712720,1.08E+15,Infiltrating ductal carcinoma of upper outer quadrant of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36712721,1.08E+15,Infiltrating ductal carcinoma of central portion of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36712722,1.08E+15,Infiltrating ductal carcinoma of upper inner quadrant of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36712723,1.08E+15,Infiltrating ductal carcinoma of upper outer quadrant of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36712724,1.08E+15,Infiltrating lobular carcinoma of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36712725,1.08E+15,Infiltrating lobular carcinoma of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36712934,1.56E+16,Primary malignant neoplasm of bilateral female breasts,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36716497,722524005,Primary invasive pleomorphic lobular carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36717175,721576006,Primary angiosarcoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36717260,1.08E+15,Infiltrating ductal carcinoma of central portion of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
36717587,722832009,Primary solid papillary carcinoma with invasion of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
37016439,4.52E+13,Primary invasive malignant neoplasm of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
37017351,713609000,Invasive carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,
37018660,9.63E+13,Primary malignant inflammatory neoplasm of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,Analysis is going to stratify by gender
37208047,3.54E+14,Primary malignant neoplasm of left male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,,Yes,Analysis is going to stratify by gender
37208048,3.55E+14,Primary malignant neoplasm of right male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
37208322,1.08E+15,Infiltrating ductal carcinoma of axillary tail of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
37208324,1.08E+15,Infiltrating ductal carcinoma of lower inner quadrant of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
37208325,1.08E+15,Infiltrating ductal carcinoma of lower outer quadrant of left female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
37208326,1.08E+15,Infiltrating ductal carcinoma of axillary tail of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
37208328,1.08E+15,Infiltrating ductal carcinoma of lower inner quadrant of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
37208329,1.08E+15,Infiltrating ductal carcinoma of lower outer quadrant of right female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
37310457,1.08E+15,Locally advanced breast cancer,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40480215,444604002,Mixed ductal and lobular carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40480651,444712000,Mucinous carcinoma of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40486563,447782002,Carcinoma of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40486565,447784001,Sarcoma of axillary tail of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40488945,448257000,Sarcoma of male breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40489485,448388003,Sarcoma of lower outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40489897,448408001,Sarcoma of upper inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40489927,448435005,Sarcoma lower inner quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40489928,448436006,Sarcoma of central portion of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40489942,448449001,Sarcoma of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40489945,448451002,Sarcoma upper outer quadrant of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
40492507,448952004,Infiltrating duct carcinoma of female breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
45768522,706970001,Triple-negative breast cancer,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
46270923,708921005,Carcinoma of central portion of breast,Clinical Finding,Standard,0,0,Condition,SNOMED,"$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'Malignant tumor of breast'"">1",Yes,
